1,1,4213.1
1,2,4606.06
1,3,4802.97
1,4,5045.4
1,5,5136.1
1,6,4470.22
1,7,4165.88
1,8,5271.28
1,9,5194.4
1,10,5264.71
1,11,5006.89
1,12,4481.98
1,13,4969.99
1,14,4364.02
1,15,4241.75
1,16,4932.28
1,17,4760.03
1,18,5028.51
1,19,4929.24
1,20,5067.48
1,21,4795.91
1,22,4830.11
1,23,4050.59
1,24,4774.38
1,25,5045.27
1,26,5121.82
1,27,5029.72
1,28,5025.13
1,29,5120.17
1,30,5449.14
1,31,5497.47
1,32,4921.79
1,33,5253.93
1,34,4940.16
1,35,4683.79
1,36,4142.99
1,37,4630.54
1,38,4394.77
1,39,4376.26
1,40,4841.69
1,41,4383.86
1,42,4625.85
1,43,4955.49
1,44,4705.46
1,45,4502.55
1,46,4427.56
1,47,4404.79
1,48,4899.28
1,49,4174.14
1,50,4477.51
2,1,4225.52
2,2,4345.6
2,3,4763.58
2,4,4421.55
2,5,4429.71
2,6,4432.53
2,7,4739.85
2,8,4722.98
2,9,4567.78
2,10,4856.19
2,11,5111.01
2,12,4818.35
2,13,4501.73
2,14,4707.25
2,15,4534.56
2,16,4771.99
2,17,4434.98
2,18,4444.52
2,19,4423.61
2,20,4327.64
2,21,4736.55
2,22,4405.37
2,23,4037.07
2,24,4088.63
2,25,4456.58
2,26,4042.17
2,27,4215.23
2,28,4653.54
2,29,4751.15
2,30,4934.4
2,31,4701.49
2,32,5027.95
2,33,4777.82
2,34,4881.52
2,35,5094.29
2,36,4694.34
2,37,5024.54
2,38,4732.07
2,39,4741.28
2,40,4690.09
2,41,5040.2
2,42,4363.27
2,43,4826.38
2,44,5121.56
2,45,4257.63
2,46,4524.33
2,47,4037.41
2,48,4979.47
2,49,4654.15
2,50,4358.28
3,1,4685.31
3,2,4464.32
3,3,4804.84
3,4,4912.96
3,5,5263.48
3,6,4764.06
3,7,5196.47
3,8,4843.82
3,9,5125.21
3,10,4677.5
3,11,4248.81
3,12,4661.58
3,13,4638.38
3,14,4808.07
3,15,4737.68
3,16,5166.23
3,17,4910.67
3,18,5185.4
3,19,4661.23
3,20,4435.84
3,21,4771.69
3,22,4576.51
3,23,4194.39
3,24,4685.14
3,25,4655.24
3,26,4708.31
3,27,5002.41
3,28,4947.81
3,29,4631.94
3,30,4137.06
3,31,4563.65
3,32,4517.23
3,33,5291.3
3,34,4545.15
3,35,5206.2
3,36,4218.75
3,37,4635.65
3,38,4616.19
3,39,3997.61
3,40,4576.34
3,41,4548.66
3,42,4519.7
3,43,4492.25
3,44,4020.45
3,45,4270.68
3,46,4703.79
3,47,4456.1
3,48,4867.9
3,49,4654.87
3,50,4291.1
4,1,4737.28
4,2,4096.01
4,3,4229.7
4,4,4343.98
4,5,5294.05
4,6,4477.86
4,7,5445.31
4,8,5381.7
4,9,4490.36
4,10,4573.91
4,11,4881.69
4,12,4696.95
4,13,4635.27
4,14,4217.43
4,15,3868.84
4,16,4955.8
4,17,4655.74
4,18,4945.75
4,19,4907.03
4,20,4266.38
4,21,4749.63
4,22,3843.11
4,23,4147.3
4,24,4786.98
4,25,4824.84
4,26,5128.51
4,27,4506.08
4,28,4863.82
4,29,4652.01
4,30,4277.46
4,31,5135.31
4,32,4937.9
4,33,5440.16
4,34,5096.29
4,35,4998.52
4,36,4921.63
4,37,4744.77
4,38,4614.47
4,39,4407.29
4,40,4723.04
4,41,4470.54
4,42,4422.94
4,43,4538.41
4,44,4458.59
4,45,4754.32
4,46,5059.54
4,47,4488.73
4,48,5094.61
4,49,4409.59
4,50,4591.22
5,1,4575.28
5,2,4759.37
5,3,4910.28
5,4,5311.19
5,5,5284.37
5,6,4977.48
5,7,4385.59
5,8,4758.92
5,9,5237.79
5,10,4789.96
5,11,4454.22
5,12,4473.15
5,13,4606.7
5,14,4458.62
5,15,4307.92
5,16,4646.51
5,17,4541.82
5,18,4833
5,19,4942.93
5,20,4728.54
5,21,4914.45
5,22,3966.35
5,23,4614.34
5,24,4622.81
5,25,5020.28
5,26,4719.94
5,27,4321.47
5,28,4231.92
5,29,4699.7
5,30,4999.93
5,31,4958.01
5,32,5395.18
5,33,4850.79
5,34,4453.58
5,35,5034.19
5,36,5517.39
5,37,4328.75
5,38,4329.03
5,39,4606.57
5,40,5261.94
5,41,5107.1
5,42,4575.44
5,43,3512.4
5,44,4200.28
5,45,4198.86
5,46,4517.02
5,47,4679.7
5,48,5014.36
5,49,4834.19
5,50,4651.48
6,1,4510.06
6,2,4717.33
6,3,4661.94
6,4,5130.64
6,5,5037.54
6,6,4501.43
6,7,5246.01
6,8,5187.45
6,9,4930.45
6,10,4645.84
6,11,4298.38
6,12,4675.19
6,13,4761.02
6,14,4513.23
6,15,4516.47
6,16,4922.96
6,17,5347.96
6,18,5140.84
6,19,5178.31
6,20,4697.46
6,21,5123.79
6,22,4934.85
6,23,4753.94
6,24,5309.48
6,25,5007.06
6,26,4536.21
6,27,4428.09
6,28,4695.47
6,29,5018.86
6,30,4766.05
6,31,5145.81
6,32,5070.89
6,33,5081.6
6,34,5017.21
6,35,5223.78
6,36,4347.46
6,37,4702.23
6,38,4425.06
6,39,4751.95
6,40,4645.22
6,41,4392.29
6,42,4290.05
6,43,4524.29
6,44,4322.1
6,45,3845.65
6,46,4423.25
6,47,4734.68
6,48,5378.46
6,49,4805.34
6,50,4570.92
7,1,4773
7,2,5372.54
7,3,5185.31
7,4,5107.86
7,5,4689.01
7,6,4464.58
7,7,4543.35
7,8,4958.36
7,9,4762.85
7,10,4613.18
7,11,4285.89
7,12,4317.37
7,13,4354.45
7,14,4180.49
7,15,4412.43
7,16,5338.03
7,17,4950.01
7,18,4852.45
7,19,4028.74
7,20,4617.44
7,21,5071.95
7,22,4817.38
7,23,4488.15
7,24,4894.42
7,25,4900.96
7,26,4520.62
7,27,4628.25
7,28,4435.26
7,29,4877.02
7,30,4267.66
7,31,4354.7
7,32,4310.69
